1556463763.507597 0.000206108 0.016440218 -0.000318179 0.009278669 0.002237160 -0.001261127 0.999953628
1556463763.712444 0.000402476 0.016157666 0.000773104 0.009024728 0.001410083 -0.001303980 0.999957442
1556463763.917773 0.000371255 0.017025638 -0.001229943 0.013721467 0.000351752 0.000514161 0.999905646
1556463764.020243 0.000430659 0.015479869 0.000111878 0.014696300 0.001477947 0.002943612 0.999886572
1556463764.122860 0.000483528 0.015103991 0.000581037 0.014824900 0.000300224 0.002107208 0.999887824
1556463764.225328 0.000700076 0.014935624 0.001644903 0.014936703 -0.000529230 0.000728798 0.999888062
1556463764.327781 0.000374158 0.015125613 0.000047167 0.016181784 0.000406184 -0.000589689 0.999868810
1556463764.535916 -0.000182139 0.012145267 -0.001603488 0.017390154 0.000390339 0.001998070 0.999846697
1556463764.740991 -0.000092601 0.012252029 -0.001216742 0.015122714 -0.000146223 -0.003503135 0.999879479
1556463765.048059 -0.000185798 0.012320710 -0.001437172 0.017828822 0.004911663 -0.000307760 0.999828935
1556463765.150374 0.000228888 0.012209503 -0.000027114 0.017498216 0.005176898 0.000498681 0.999833345
1556463765.354742 0.000492248 0.012326034 0.000938916 0.015748695 0.004738054 -0.000238496 0.999864757
1556463765.559482 0.000376972 0.012197527 0.000701820 0.013657616 0.004725312 -0.001372204 0.999894619
1556463765.764279 -0.000891828 0.011262713 -0.003805677 0.009857022 0.004028742 -0.001845861 0.999941587
1556463765.969213 -0.000268642 0.010436493 -0.001626262 0.006470010 0.003379127 -0.004435533 0.999963522
1556463766.071586 0.000040597 0.009104493 -0.000420059 0.003470582 0.003460394 -0.004880439 0.999976099
1556463766.276988 0.000507515 0.008057871 0.001327021 0.001710284 0.002762385 -0.003669804 0.999987960
1556463766.484452 0.001343026 0.006927866 0.004538137 0.003373782 0.002841959 -0.002517630 0.999987066
1556463766.688948 0.000566068 0.004000229 0.001878632 -0.003096033 0.005453976 -0.006308156 0.999960423
1556463766.893569 0.000094746 0.002329133 0.000125598 -0.000982664 0.006346891 -0.004220576 0.999970496
1556463766.996951 -0.000075418 0.000889764 -0.000288260 -0.002889993 0.008706846 -0.010142839 0.999906480
1556463767.303343 0.000199917 0.000657573 0.000944335 -0.000950356 0.014378734 -0.012355155 0.999819815
1556463767.508182 -0.001210752 -0.000248494 -0.005050799 0.002890388 0.021399323 -0.018830668 0.999589443
1556463767.610336 -0.001766485 -0.002764954 -0.007000451 0.002475269 0.023824301 -0.019175211 0.999529183
1556463767.815517 -0.000718220 -0.004170313 -0.002461769 -0.003340661 0.025827168 -0.019276405 0.999474943
1556463767.918188 -0.000566761 -0.005577302 -0.001897685 -0.002820952 0.025266062 -0.018362971 0.999508083
1556463768.020549 -0.000363219 -0.007412137 -0.000751096 -0.006344593 0.025946397 -0.016872773 0.999500811
1556463768.226434 0.000947676 -0.007263852 0.003806359 -0.005978994 0.028838167 -0.009972776 0.999516487
1556463768.430764 -0.000402944 -0.007162417 -0.001068156 -0.005800704 0.032225002 -0.013385880 0.999374151
1556463768.539620 -0.000306423 -0.006630064 -0.000490321 -0.006395742 0.032058217 -0.011099011 0.999403894
1556463768.753855 -0.000266721 -0.006640753 -0.000601592 -0.007301176 0.031612430 -0.009860752 0.999424875
1556463768.951005 -0.000322002 -0.006552411 -0.000776003 -0.009310561 0.031527307 -0.010218014 0.999407291
1556463769.149448 -0.000132730 -0.006423349 -0.000173849 -0.016195673 0.031646870 -0.009074929 0.999326706
1556463769.373645 0.000144389 -0.006230789 0.000973322 -0.021419184 0.028782591 -0.006025989 0.999338031
1556463769.475714 -0.000160520 -0.005408799 -0.000475445 -0.022214238 0.026412508 -0.005112270 0.999391198
1556463769.680085 -0.000536861 -0.005593017 -0.002104530 -0.023279361 0.023729583 -0.004647609 0.999436557
1556463769.884617 -0.000406653 -0.005778514 -0.001358445 -0.026134245 0.020226331 -0.004062230 0.999445558
1556463769.987288 -0.001042087 -0.005825225 -0.004031789 -0.026402347 0.017866533 -0.006058413 0.999473333
1556463770.191935 -0.000397528 -0.005613061 -0.002064617 -0.033412110 0.014104993 -0.010309300 0.999288976
1556463770.396183 -0.000029279 -0.005280273 -0.000478511 -0.032452255 0.016604891 -0.006785479 0.999312282
1556463770.498616 -0.000006355 -0.005051975 -0.000820526 -0.029738419 0.013994982 -0.006850349 0.999436259
1556463770.703197 -0.000377214 -0.005129016 -0.001443006 -0.033349786 0.014664098 -0.015918303 0.999209344
1556463771.011434 -0.000902365 -0.005706955 -0.003432120 -0.034877423 0.020926900 -0.012723024 0.999091446
1556463771.215853 -0.001077523 -0.005475697 -0.004008094 -0.035309650 0.022781603 -0.009929855 0.999067366
1556463771.624559 -0.000819193 -0.005288404 -0.004443359 -0.036868010 0.023521524 -0.006910331 0.999019384
1556463771.749997 -0.000422056 -0.004640620 -0.002505773 -0.036107641 0.026982671 -0.007042972 0.998958766
1556463771.874947 -0.000345353 -0.004669539 -0.002258566 -0.035921998 0.027921684 -0.005500385 0.998949289
1556463772.079909 0.000309622 -0.004357490 -0.000580132 -0.035248026 0.026615547 0.003366689 0.999018431
1556463772.182354 0.000149668 -0.004120762 -0.001024880 -0.035786405 0.027231460 0.001869200 0.998986661
1556463772.284496 0.000096531 -0.004121835 -0.001137933 -0.036247876 0.029138163 -0.001411662 0.998916924
1556463772.489179 -0.000338218 -0.004377680 -0.002780771 -0.036947608 0.031479347 -0.002031780 0.998819172
1556463772.693807 -0.000231043 -0.004265517 -0.002001071 -0.038076993 0.031525113 -0.000028434 0.998777390
1556463772.898052 -0.000237923 -0.004142396 -0.001724241 -0.037017394 0.031971019 -0.000418180 0.998802960
1556463773.102396 -0.000380245 -0.004566941 -0.003408192 -0.037267353 0.034088157 0.003658204 0.998717070
1556463773.410431 -0.000409168 -0.004657059 -0.003808092 -0.039731629 0.032747012 0.006122550 0.998654842
1556463773.515699 -0.000289000 -0.004084683 -0.002255628 -0.039105847 0.030876329 0.004027430 0.998749793
1556463773.722746 -0.000433353 -0.004416211 -0.003462987 -0.041861393 0.029210957 0.005841504 0.998679221
1556463773.927669 -0.000424586 -0.004361038 -0.003325077 -0.042847488 0.028101614 0.003657621 0.998679638
1556463774.030583 -0.000453940 -0.004353424 -0.003383194 -0.044365846 0.028167700 0.001271367 0.998617351
1556463774.235136 -0.000413167 -0.004221669 -0.003146940 -0.045227300 0.026256308 0.007073018 0.998606563
1556463774.441989 -0.000395583 -0.004109893 -0.003022273 -0.044242829 0.022859672 0.006252791 0.998739660
1556463774.545045 -0.000317143 -0.003737254 -0.002496243 -0.042866636 0.021658961 0.006220458 0.998826623
1556463774.647792 -0.000317257 -0.003680990 -0.002386525 -0.043500870 0.021833437 0.006918523 0.998790801
1556463774.750426 -0.000335301 -0.003596187 -0.002206575 -0.041826300 0.020936776 0.007039892 0.998880684
1556463774.853266 -0.000313263 -0.003581218 -0.002071570 -0.043503813 0.020070516 0.002845423 0.998847604
1556463774.955943 -0.000331305 -0.003413317 -0.001982789 -0.044068210 0.021645399 0.001624250 0.998792708
1556463775.161220 -0.000339336 -0.003259468 -0.001749247 -0.042766750 0.019200178 0.005395591 0.998885989
1556463775.366355 -0.000343205 -0.003267838 -0.001790289 -0.042878676 0.019701259 0.005120681 0.998872876
1556463775.469182 -0.000585811 -0.003005399 -0.002652037 -0.041613895 0.018790893 0.000711048 0.998956800
1556463775.776747 -0.000386335 -0.003134211 -0.002104579 -0.047371618 0.018944820 0.002666652 0.998694122
1556463775.879623 -0.000453854 -0.003032461 -0.002039677 -0.046035711 0.019950299 0.001109737 0.998739958
1556463776.084979 -0.000491305 -0.002985330 -0.002173267 -0.046205029 0.018140929 0.003731284 0.998760283
1556463776.290408 -0.000626767 -0.002747497 -0.002512330 -0.043603018 0.021425914 -0.001224645 0.998818398
1556463776.393044 -0.000416912 -0.002758293 -0.001725608 -0.042113725 0.020664178 -0.004451087 0.998889208
1556463776.599515 -0.000358261 -0.002700786 -0.001687351 -0.040011708 0.021123197 -0.007198779 0.998950005
1556463776.804628 -0.000483370 -0.002873879 -0.001955702 -0.038030561 0.023893878 -0.013977775 0.998893082
1556463776.907588 -0.000454226 -0.002685696 -0.001963861 -0.034735773 0.023479983 -0.011780006 0.999051213
1556463777.115750 -0.000349492 -0.002800462 -0.001079207 -0.035649784 0.021895336 -0.011076916 0.999063075
1556463777.320701 -0.000255949 -0.002669524 -0.000609198 -0.033968743 0.011987285 -0.004537702 0.999340713
1556463777.526192 -0.000351864 -0.002844341 -0.001295938 -0.033467937 0.015869631 -0.009746618 0.999266267
