1555288594.319836 -0.000409101 -0.039073922 -0.000282294 -0.021813113 0.019487927 -0.001203575 0.999571383
1555288594.557045 -0.000345048 -0.038418435 -0.000224708 -0.021525491 0.019422663 -0.000846428 0.999579251
1555288594.795903 -0.000362697 -0.038405482 -0.000215123 -0.021506326 0.019456161 -0.000908391 0.999578953
1555288595.034029 -0.000414015 -0.037961602 -0.000263033 -0.021340366 0.019458730 -0.001144117 0.999582231
1555288595.270275 -0.000266517 -0.037041113 0.000238443 -0.020911498 0.019425275 -0.001291550 0.999591768
1555288595.505915 -0.000220866 -0.035648718 0.000304798 -0.020288246 0.019437371 -0.001469809 0.999604106
1555288595.625034 -0.000185647 -0.034983452 0.000313608 -0.019980539 0.019408936 -0.001555475 0.999610722
1555288595.742964 -0.000153723 -0.034701306 0.000417480 -0.019908942 0.019396907 -0.001635935 0.999612272
1555288595.863828 -0.000258131 -0.034515537 0.000400678 -0.019780137 0.019470105 -0.001585808 0.999613523
1555288596.099850 -0.000154525 -0.034647819 0.000510568 -0.019867275 0.019396342 -0.001621662 0.999613166
1555288596.338086 -0.000060565 -0.034648012 0.000708225 -0.019894307 0.019392991 -0.001670990 0.999612570
1555288596.575019 -0.000238079 -0.034652080 0.000354425 -0.019865248 0.019449588 -0.001641926 0.999612093
1555288596.811712 -0.000207265 -0.034689460 0.000235716 -0.019864626 0.019398389 -0.001563901 0.999613225
1555288597.048384 -0.000118145 -0.034650676 0.000479237 -0.019849259 0.019396907 -0.001659969 0.999613404
1555288597.284606 -0.000074756 -0.034662299 0.000448231 -0.019892329 0.019392202 -0.001645926 0.999612689
1555288597.521453 -0.000066592 -0.034689348 0.000486400 -0.019892015 0.019360136 -0.001607637 0.999613404
1555288597.640398 -0.000136737 -0.034016728 0.000191816 -0.019505573 0.019369798 -0.001346283 0.999621212
1555288597.878838 -0.000207586 -0.033894449 0.000366297 -0.019463008 0.019452544 -0.001400483 0.999620318
1555288598.114959 -0.000203625 -0.033983022 0.000147850 -0.019498909 0.019367483 -0.001365160 0.999621332
1555288598.351881 -0.000061645 -0.033430871 0.000460214 -0.019297434 0.019348858 -0.001559634 0.999625325
