stamp,time,ax,ay,vx,vy,px,py,gz,yaw
1555267084.507009029,0.0102820763077,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.518196105,0.020608608,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.528745889,0.0303468701538,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.539169073,0.0399682707692,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.550029993,0.0499937353846,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.568886041,0.0673993181538,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.586059093,0.0832513661538,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.602410078,0.0983445830769,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.609249114,0.104657539385,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.620222091,0.114786441231,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.629177093,0.123052596923,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.638236045,0.131414706462,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.664642095,0.155789521846,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.672456979,0.163003260923,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.684251070,0.173890114154,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.693525075,0.182450734154,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.703691005,0.191834669538,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.714279890,0.201609024923,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.723720073,0.21032304,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.733642101,0.219481835077,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.743617057,0.228689486769,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.753736972,0.238030946769,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.763593912,0.247129660615,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.773680925,0.256440749538,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.783689975,0.265679872615,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.793713092,0.274931980615,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.803822994,0.284264197846,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.815735101,0.295259988923,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.830924034,0.309280542462,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.841015100,0.318595372615,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.852010011,0.328744521231,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.862602949,0.338522617846,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.873334884,0.348429019385,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.895900964,0.369259247077,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.906141996,0.378712507385,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.916441917,0.388220126769,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.927216053,0.398165483077,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.938543081,0.408621201231,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.949135065,0.418398417231,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.960557937,0.428942606769,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.970381021,0.438010068923,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.981223106,0.448018147385,0,0,0,0,0.0,0.0,0.0,0.0
1555267084.991946935,0.457917066462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.2854108,0.467985226154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.13648033,0.477948849231,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.24332046,0.487811015077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.35703897,0.498308108308,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.46427965,0.508207248,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.56663990,0.517655886462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.70547103,0.530471067692,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.82072019,0.541109451692,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.97657918,0.555496435385,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.108967065,0.565935648,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.131967067,0.587166419077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.143193006,0.597528824308,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.158811092,0.611945519077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.175396919,0.627255513231,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.185678005,0.636745746462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.211210012,0.660313752923,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.223644018,0.671791296923,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.233699083,0.681072895385,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.246081113,0.692502461538,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.257582902,0.703119497538,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.264789104,0.709771376308,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.273847103,0.718132606154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.283803939,0.727323531692,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.293834924,0.736582902462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.306138992,0.747940503692,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.317845106,0.758746147385,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.326744079,0.766960584,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.337147951,0.776564158154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.348190069,0.786756882462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.358736038,0.796491623077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.369363069,0.806301190154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.380450963,0.816536169231,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.391118049,0.826382710154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.401913881,0.836348093538,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.412595987,0.846208499077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.423537015,0.856307909538,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.434107065,0.866064878769,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.444928884,0.876054250154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.455845117,0.886130772923,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.466507911,0.895973352,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.477436065,0.906060878769,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.489790916,0.917465356615,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.499032974,0.925996487077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.509787082,0.935923356,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.520414113,0.945732923077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.532059907,0.956482886769,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.542035102,0.965690759077,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.552961111,0.975776305846,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.563914060,0.985886720308,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.574342966,0.995513402769,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.585128068,1.00546888154,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.596177101,1.01566798892,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.606669902,1.02535365138,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.617531061,1.03537933662,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.628312110,1.04533107415,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.639333009,1.05550421169,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.649831056,1.06519471662,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.660815954,1.07533462246,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.671524047,1.085219016,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.693006038,1.10504854615,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.714730978,1.12510233692,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.725305080,1.13486304646,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.738550901,1.14708995815,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.747358083,1.15521966462,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.757782936,1.16484260585,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.780249118,1.18558062,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.790203094,1.19476890554,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.800802946,1.20455338431,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.811556100,1.21447937262,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.823988914,1.22595581631,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.833110094,1.23437536708,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.844824075,1.24518827262,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.855427980,1.25497649262,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.866420984,1.26512388092,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.876322031,1.27426330892,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.887094974,1.284207564,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.897907018,1.29418791231,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.909229040,1.30463900954,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.919559955,1.31417523877,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.930665969,1.324426944,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.940963983,1.33393280308,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.952263116,1.344362772,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.962712049,1.35400794092,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.973572969,1.36403340554,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.984124898,1.37377364769,0,0,0,0,0.0,0.0,0.0,0.0
1555267085.995006084,1.38381781938,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.6325960,1.39426693569,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.16705989,1.40384850092,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.27494907,1.41380750215,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.38865089,1.42430305477,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.48906087,1.43357166831,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.59607982,1.44345034062,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.71017980,1.45398264646,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.82046985,1.46416326646,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.92004060,1.47335441262,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.113538026,1.49323191969,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.124305009,1.50317067323,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.135109901,1.51314441969,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.145853042,1.52306116523,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.158611059,1.53483779631,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.179280042,1.55391685754,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.199831008,1.57288698,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.210767984,1.58298265015,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.221417903,1.59281334462,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.232147932,1.60271798677,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.243050098,1.61278152462,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.253758907,1.62266657908,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.266623020,1.63454114492,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.275293111,1.64254430585,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.286520004,1.65290759169,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.297013998,1.66259435538,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.307761907,1.67251550215,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.318675041,1.68258916431,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.329500913,1.69258227692,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.340114116,1.70237907969,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.350814104,1.71225599169,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.361615896,1.72222687662,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.372405052,1.73218609754,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.383136034,1.74209161938,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.393909931,1.75203675508,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.405241966,1.76249709508,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.415668010,1.77212113569,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.426490068,1.78211072769,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.437047004,1.79185559169,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.447961091,1.80193013354,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.458981037,1.81210239138,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.469532012,1.82184175292,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.480197906,1.83168719354,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.491386890,1.84201548646,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.501828908,1.85165427231,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.513421058,1.86235471846,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.523402929,1.87156875323,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.534149885,1.88148902031,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.544929981,1.89143987815,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.555844068,1.90151442,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.577390909,1.92140381169,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.599407911,1.94172719815,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.611181974,1.952595564,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.620414972,1.96111833138,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.631247043,1.97111716615,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.642298936,1.98131891354,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.664608001,2.00191189662,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.674523115,2.01106430954,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.685172080,2.02089412338,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.695898056,2.03079502431,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.707084894,2.04112133631,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.717475891,2.05071302585,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.729361057,2.06168394831,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.740554094,2.07201598246,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.754194021,2.08460668431,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.761663913,2.09150196923,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.771475076,2.10055842738,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.782206058,2.11046394923,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.792982101,2.12041106585,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.803778886,2.13037732892,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.814620018,2.14038452769,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.825525045,2.15045070646,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.836117029,2.16022792246,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.846888065,2.17017041723,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.858185052,2.18059840523,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.868591070,2.19020396031,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.879590988,2.20035773077,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.890031099,2.20999475631,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.900934934,2.22005983477,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.911813974,2.23010202554,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.922358036,2.23983500585,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.933646917,2.25025551138,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.944021940,2.25983245569,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.955153942,2.27010814985,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.965137004,2.279323284,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.977499961,2.29073524431,0,0,0,0,0.0,0.0,0.0,0.0
1555267086.997987985,2.30964726646,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.9552955,2.32032262338,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.19444942,2.32945368831,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.30316114,2.33948861631,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.45469045,2.35347593723,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.59034109,2.36599753477,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.66219091,2.37262982585,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.73935031,2.379752232,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.89778900,2.39437734185,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.99674940,2.403512148,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.106710910,2.41000688954,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.147443056,2.44760579354,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.169490098,2.46795690923,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.180612087,2.47822336062,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.198544979,2.49477679938,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.221875905,2.51631303877,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.243999958,2.53673524154,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.259407043,2.55095716615,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.269722938,2.56047953077,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.278176069,2.56828242092,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.285099029,2.57467284554,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.292037010,2.58107713569,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.298962116,2.58746954123,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.305839061,2.59381749046,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.315721035,2.60293931262,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.325537919,2.61200105169,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.335355043,2.62106301231,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.345546007,2.630470056,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.355501890,2.63966010185,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.365542888,2.64892871538,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.376116991,2.65868942585,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.385324954,2.667189084,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.395565986,2.67664234431,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.405504941,2.68581676431,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.415345907,2.69490073292,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.425533056,2.70430425508,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.435708045,2.71369655262,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.445532083,2.72276489538,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.455486059,2.73195318092,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.465527057,2.74122179446,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.475549936,2.75047368277,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.490277051,2.76406794277,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.496571063,2.7698778,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.505438089,2.77806274708,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.515573978,2.78741895231,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.525674104,2.79674214554,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.536170005,2.80643066954,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.545492887,2.81503640677,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.558557987,2.82709649908,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.565381050,2.83339471108,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.575850009,2.84305836554,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.585463047,2.85193193908,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.595860004,2.86152913015,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.605705022,2.87061683908,0,0,0,0,0.0,0.0,0.0,0.0
1555267087.615705966,2.87984847969,0,0,0,0,0.0,0.0,0.0,0.0
