time,ax,ay,vx,vy,px,py,gz,yaw
0.0100188618462,0,0,0,0,0.0,0.0,0.0,0.0
0.0200011910769,0,0,0,0,0.0,0.0,0.0,0.0
0.0299564501538,0,0,0,0,0.0,0.0,0.0,0.0
0.0398593310769,0,0,0,0,0.0,0.0,0.0,0.0
0.0497859803077,0,0,0,0,0.0,0.0,0.0,0.0
0.059752464,0,0,0,0,0.0,0.0,0.0,0.0
0.0696912175385,0,0,0,0,0.0,0.0,0.0,0.0
0.0796438356923,0,0,0,0,0.0,0.0,0.0,0.0
0.0895790686154,0,0,0,0,0.0,0.0,0.0,0.0
0.0995629375385,0,0,0,0,0.0,0.0,0.0,0.0
0.109509174462,0,0,0,0,0.0,0.0,0.0,0.0
0.119462673231,0,0,0,0,0.0,0.0,0.0,0.0
0.129412430769,0,0,0,0,0.0,0.0,0.0,0.0
0.139464744923,0,0,0,0,0.0,0.0,0.0,0.0
0.149355521538,0,0,0,0,0.0,0.0,0.0,0.0
0.159280409538,0,0,0,0,0.0,0.0,0.0,0.0
0.169177788923,0,0,0,0,0.0,0.0,0.0,0.0
0.179143171385,0,0,0,0,0.0,0.0,0.0,0.0
0.189199226769,0,0,0,0,0.0,0.0,0.0,0.0
0.199048408615,0,0,0,0,0.0,0.0,0.0,0.0
0.209018633538,0,0,0,0,0.0,0.0,0.0,0.0
0.219009105231,0,0,0,0,0.0,0.0,0.0,0.0
0.228946098462,0,0,0,0,0.0,0.0,0.0,0.0
0.238884852,0,0,0,0,0.0,0.0,0.0,0.0
0.248912297538,0,0,0,0,0.0,0.0,0.0,0.0
0.258787227692,0,0,0,0,0.0,0.0,0.0,0.0
0.268810932,0,0,0,0,0.0,0.0,0.0,0.0
0.278890095692,0,0,0,0,0.0,0.0,0.0,0.0
0.289092723692,0,0,0,0,0.0,0.0,0.0,0.0
0.298715004,0,0,0,0,0.0,0.0,0.0,0.0
0.308614143692,0,0,0,0,0.0,0.0,0.0,0.0
0.318577765846,0,0,0,0,0.0,0.0,0.0,0.0
0.328510137231,0,0,0,0,0.0,0.0,0.0,0.0
0.338427543692,0,0,0,0,0.0,0.0,0.0,0.0
0.348426378462,0,0,0,0,0.0,0.0,0.0,0.0
0.358393741846,0,0,0,0,0.0,0.0,0.0,0.0
0.368335356923,0,0,0,0,0.0,0.0,0.0,0.0
0.378305361231,0,0,0,0,0.0,0.0,0.0,0.0
0.388305957231,0,0,0,0,0.0,0.0,0.0,0.0
0.398293788,0,0,0,0,0.0,0.0,0.0,0.0
0.408256530462,0,0,0,0,0.0,0.0,0.0,0.0
0.418210029231,0,0,0,0,0.0,0.0,0.0,0.0
0.428175632308,0,0,0,0,0.0,0.0,0.0,0.0
0.438306294462,0,0,0,0,0.0,0.0,0.0,0.0
0.447972810462,0,0,0,0,0.0,0.0,0.0,0.0
0.457932912,0,0,0,0,0.0,0.0,0.0,0.0
0.467881788923,0,0,0,0,0.0,0.0,0.0,0.0
0.477858396,0,0,0,0,0.0,0.0,0.0,0.0
0.487795169538,0,0,0,0,0.0,0.0,0.0,0.0
0.497898321231,0,0,0,0,0.0,0.0,0.0,0.0
0.507712510154,0,0,0,0,0.0,0.0,0.0,0.0
0.517708484308,0,0,0,0,0.0,0.0,0.0,0.0
0.527606743385,0,0,0,0,0.0,0.0,0.0,0.0
0.537656196923,0,0,0,0,0.0,0.0,0.0,0.0
0.547570961538,0,0,0,0,0.0,0.0,0.0,0.0
0.557618653846,0,0,0,0,0.0,0.0,0.0,0.0
0.567550145538,0,0,0,0,0.0,0.0,0.0,0.0
0.577444442769,0,0,0,0,0.0,0.0,0.0,0.0
0.587284601538,0,0,0,0,0.0,0.0,0.0,0.0
0.597395896615,0,0,0,0,0.0,0.0,0.0,0.0
0.607248819692,0,0,0,0,0.0,0.0,0.0,0.0
0.617295631385,0,0,0,0,0.0,0.0,0.0,0.0
0.627145693846,0,0,0,0,0.0,0.0,0.0,0.0
0.637041972,0,0,0,0,0.0,0.0,0.0,0.0
0.647101768615,0,0,0,0,0.0,0.0,0.0,0.0
0.657025776923,0,0,0,0,0.0,0.0,0.0,0.0
0.666960789231,0,0,0,0,0.0,0.0,0.0,0.0
0.676932774462,0,0,0,0,0.0,0.0,0.0,0.0
0.686832794769,0,0,0,0,0.0,0.0,0.0,0.0
0.696772428,0,0,0,0,0.0,0.0,0.0,0.0
0.706723285846,0,0,0,0,0.0,0.0,0.0,0.0
0.716857689231,0,0,0,0,0.0,0.0,0.0,0.0
0.726632264308,0,0,0,0,0.0,0.0,0.0,0.0
0.736574759077,0,0,0,0,0.0,0.0,0.0,0.0
0.747046103077,0,0,0,0,0.0,0.0,0.0,0.0
0.756897045231,0,0,0,0,0.0,0.0,0.0,0.0
0.767027047385,0,0,0,0,0.0,0.0,0.0,0.0
0.776876229231,0,0,0,0,0.0,0.0,0.0,0.0
0.786828847385,0,0,0,0,0.0,0.0,0.0,0.0
0.796769362154,0,0,0,0,0.0,0.0,0.0,0.0
0.806757192923,0,0,0,0,0.0,0.0,0.0,0.0
0.816649729846,0,0,0,0,0.0,0.0,0.0,0.0
