time,ax,ay,vx,vy,px,py,gz,yaw
0.0108221501538,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0199219633846,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0298873467692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0398428264615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0501488907692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0602141898462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0700090116923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0799605304615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0896224246154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0996010126154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.1098591,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.119883684923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.129480876,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.139421610462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.149394476308,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.159734873538,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.169322820923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.179644731692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.189222556615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.199177815692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.209118550154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.219085033846,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.229096632923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.239055634154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.248957634462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.259094899385,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.268871014154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.278861486769,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.288800240308,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.298737232615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.308717581846,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.318679443692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.328609834154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.338577197538,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.348535318154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.358774259077,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.368453539385,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.378417162462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.388380124615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.398709297231,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.408479911385,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.418259988,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.428212606154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.438216062769,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.448132588615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.458094450462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.468376526769,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.478013552308,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.487960668923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.498320433231,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.507890774769,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.517851756923,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.527784128308,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.537745769538,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.547729859077,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.557694582462,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.567645219692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.577580232,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.587544955385,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.597503955692,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.607455694154,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.617419316308,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.627456005538,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.637338419077,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.647424844615,0,0,0.0,0.0,0.0,0.0,0.0,0.0
