time,ax,ay,vx,vy,px,py,gz,yaw
1555241294.165528059,0.00829762707692,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.172883033,0.0150868338462,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.180218935,0.0218584356923,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.187455892,0.0285387036923,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.194602966,0.0351360027692,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.201633930,0.0416261233846,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.208281993,0.0477627969231,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.215039968,0.0540009276923,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.221942901,0.0603728658462,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.229913949,0.0677307563077,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.237068891,0.0743353181538,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.244826078,0.0814957984615,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.252022027,0.0881382129231,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.259135007,0.0947040406154,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.266748905,0.101732254154,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.273782014,0.108224354769,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.281339883,0.115200849231,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.288784027,0.122072366769,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.295861005,0.128604961846,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.302629947,0.134853216,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.310204982,0.141845556,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.317279100,0.148375511077,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.323956012,0.154538814462,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.330744981,0.160805555077,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.337510108,0.167050287692,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.344155073,0.173184101538,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.350846052,0.179360389846,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.357206106,0.185231208923,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.363986968,0.191490466154,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.371345996,0.198283415077,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.378135919,0.204551036308,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.385703086,0.211536113538,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.392764091,0.218053964308,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.400779962,0.225453229846,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.408467054,0.232549007077,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.417654991,0.241030179692,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.425158023,0.247956055385,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.432487010,0.254721274154,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.440201997,0.261842800615,0,0,0,0,0.0,0.0,0.0,0.0
1555241294.447932004,0.268978191692,0,0,0,0,0.0,0.0,0.0,0.0
