time,ax,ay,vx,vy,px,py,gz,yaw
0.00927037476923,0,0.000732421875,0.0,6.78982527043e-06,0.0,6.29442248745e-08,0.0,0.0
0.0185759612308,0,0.000732421875,0.0,1.36054403546e-05,0.0,1.89550826441e-07,0.0,0.0
0.0277041655385,0,0.000732421875,0.0,2.0291136869e-05,0.0,3.74772469417e-07,0.0,0.0
0.0368427129231,0,0.000732421875,0.0,2.69844088792e-05,0.0,6.21370768605e-07,0.0,0.0
0.0461399372308,0,0.000732421875,0.0,3.37938993389e-05,0.0,9.35560230991e-07,0.0,0.0
0.055455648,0,0.000732421875,0.0,4.06169296875e-05,0.0,1.31393580029e-06,0.0,0.0
0.0646153227692,0,0.000732421875,0.0,4.73256758564e-05,0.0,1.74742359937e-06,0.0,0.0
0.0738405812308,0,0.000732421875,0.0,5.40824569561e-05,0.0,2.24634824303e-06,0.0,0.0
0.0834894913846,0,0.000732421875,0.0,6.11495298227e-05,0.0,2.83637456224e-06,0.0,0.0
0.0922338775385,0,0.000732421875,0.0,6.75541095252e-05,0.0,3.4270937822e-06,0.0,0.0
0.101312343692,0,0.000732421875,0.0,7.42033767278e-05,0.0,4.10074662633e-06,0.0,0.0
0.110599224,0,0.000732421875,0.0,8.10052910156e-05,0.0,4.85303306828e-06,0.0,0.0
0.119815239692,0,0.000732421875,0.0,8.7755302509e-05,0.0,5.66178731329e-06,0.0,0.0
0.129207537231,0,0.000732421875,0.0,9.46344266827e-05,0.0,6.55062200607e-06,0.0,0.0
0.138575846769,0,0.000732421875,0.0,0.00010149598152,0.0,7.50146777787e-06,0.0,0.0
0.147564960923,0,0.000732421875,0.0,0.000108079805364,0.0,8.473009486e-06,0.0,0.0
0.156745764,0,0,0.0,0.000108079805364,0.0,9.46526889564e-06,0.0,0.0
0.165956277231,0,0,0.0,0.000108079805364,0.0,1.04607393729e-05,0.0,0.0
0.175356937846,0,0,0.0,0.000108079805364,0.0,1.14767609425e-05,0.0,0.0
0.184644038769,0,0,0.0,0.000108079805364,0.0,1.24805090027e-05,0.0,0.0
0.193959529846,0,0,0.0,0.000108079805364,0.0,1.34873254651e-05,0.0,0.0
0.203039095385,0,0,0.0,0.000108079805364,0.0,1.44686431413e-05,0.0,0.0
0.212295605538,0,0,0.0,0.000108079805364,0.0,1.54690849571e-05,0.0,0.0
0.221654671385,0,0,0.0,0.000108079805364,0.0,1.64806109721e-05,0.0,0.0
0.230712890769,0,0,0.0,0.000108079805364,0.0,1.74596215602e-05,0.0,0.0
0.240097705846,0,0,0.0,0.000108079805364,0.0,1.8473930547e-05,0.0,0.0
0.249212265231,0,0,0.0,0.000108079805364,0.0,1.94590303513e-05,0.0,0.0
0.258446766462,0,0,0.0,0.000108079805364,0.0,2.0457093447e-05,0.0,0.0
0.267784485231,0,0,0.0,0.000108079805364,0.0,2.14663122741e-05,0.0,0.0
0.276892661538,0,0,0.0,0.000108079805364,0.0,2.24507221966e-05,0.0,0.0
0.286216515692,0,0,0.0,0.000108079805364,0.0,2.34584425388e-05,0.0,0.0
0.295334815385,0,0,0.0,0.000108079805364,0.0,2.44439465948e-05,0.0,0.0
