time,ax,ay,vx,vy,px,py,gz,yaw
1555247575.290864944,0.00990001938462,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.302647113,0.0207758676923,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.312427997,0.029804376,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.323215007,0.039761616,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.334049940,0.0497630926154,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.344953060,0.0598275110769,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.355602025,0.0696573249231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.366466045,0.0796856510769,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.377677917,0.0900350713846,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.387921094,0.0994903116923,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.398696899,0.109437208615,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.409050941,0.118994785846,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.419836044,0.128950265538,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.430731058,0.139007201538,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.441452026,0.148903479692,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.452182054,0.158808120923,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.463023900,0.168815978769,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.473731994,0.178700373231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.484611988,0.188743444615,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.496895074,0.200081677846,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.505810976,0.208311741231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.516606092,0.218276463692,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.527335882,0.228180885231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.538125991,0.238140985846,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.549393892,0.248542125231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.559689044,0.258045342462,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.570483922,0.268009845231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.581329107,0.278020785231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.592031002,0.287899457538,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.602852106,0.297888168923,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.613603115,0.307812177231,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.624453067,0.317827517538,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.635535001,0.328056995077,0,0,0,0,0.0,0.0,0.0,0.0
1555247575.646362066,0.338051208923,0,0,0,0,0.0,0.0,0.0,0.0
