stamp,time,ax,ay,vx,vy,px,py,gz,yaw
1555288511.588541030,0.00925936984615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.598443984,0.0184005581538,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.611649036,0.0305898369231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.618829011,0.0372175061538,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.628473043,0.0461196895385,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.638505935,0.0553808206154,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.648623943,0.0647205203077,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.658668041,0.0739919953846,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.668447017,0.0830187424615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.678487062,0.0922864763077,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.688462972,0.101495008615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.698793888,0.111031238769,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.708477020,0.119969514462,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.718389034,0.129119065846,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.728741884,0.138675542769,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.739444971,0.148555315385,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.748447895,0.156865706769,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.758513927,0.166157428615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.768575906,0.175445409231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.779218912,0.185269722462,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.788865089,0.194173885846,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.798675060,0.203229243692,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.808470964,0.212271616615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.818563938,0.221588208,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.828713893,0.230957397231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.838779926,0.24024912,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.849021911,0.24970326,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.858484029,0.258437522769,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.868519067,0.267700634769,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.878562927,0.276971890154,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.888648986,0.286282098462,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.898550987,0.295422407077,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.912662982,0.308448864,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.919361114,0.314631755077,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.928421974,0.322995625846,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.938540935,0.332336205231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.948928117,0.341924373231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.959239959,0.351442996615,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.968477010,0.359969505231,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.978601932,0.369315587077,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.988657951,0.378598066154,0,0,0,0,0.0,0.0,0.0,0.0
1555288511.998611927,0.387786351692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.8479118,0.396894528,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.18517971,0.406161161538,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.28568983,0.415439018769,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.47153949,0.432594372,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.69668054,0.453376622769,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.80112934,0.463018050462,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.90478897,0.472586631692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.101214885,0.482496774462,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.111911058,0.492370164923,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.134478092,0.513201273231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.144346952,0.522310990154,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.154946088,0.532094808,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.165812969,0.542125775077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.177429914,0.552849108923,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.187364101,0.562019127692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.199243068,0.572984328,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.221443891,0.593477395385,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.230923891,0.602228164615,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.241070032,0.611593833231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.251949071,0.621636023077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.262620925,0.631486965231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.273389101,0.64142682,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.284774065,0.651936017538,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.295387029,0.661732599692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.306802988,0.672270408,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.316814899,0.681512172,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.327502965,0.691378079077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.338248014,0.701296585846,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.349225044,0.711429228923,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.360032081,0.721404955385,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.370925903,0.731460791077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.381455898,0.741180786462,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.392673015,0.751535048308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.403439044,0.761472921231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.414153099,0.771362818154,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.424900054,0.781283084308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.435848951,0.791389758462,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.446634054,0.801345238154,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.457596063,0.811464015692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.468308925,0.821352811385,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.479048967,0.831266696308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.489932060,0.841312628308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.500796079,0.851340953538,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.512057065,0.861735709846,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.522773981,0.871628247692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.532999992,0.881067642462,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.543889045,0.891119076,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.554235935,0.900670051385,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.564975976,0.910583935385,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.575805902,0.920580790154,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.586538076,0.930487412308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.597482919,0.940590344308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.608429908,0.950695257231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.619714975,0.961112242154,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.630052089,0.970654193538,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.640935897,0.980700785538,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.651446104,0.990402515077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.662194013,1.00032366185,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.684966087,1.02134403785,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.706393003,1.04112272954,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.716536045,1.05048553754,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.727722883,1.06081184954,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.738580942,1.07083467323,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.749270915,1.08070234062,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.771497011,1.10121873692,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.793056011,1.12111935231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.802556037,1.12988860708,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.813510894,1.14000078277,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.824134111,1.14980682923,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.835158109,1.15998282738,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.846573114,1.17051975508,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.856499910,1.17968295138,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.867345094,1.18969389046,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.878490924,1.19998234892,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.889058113,1.20973667723,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.899811983,1.21966332646,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.910695075,1.22970925754,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.921402931,1.23959343231,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.932039022,1.24941136246,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.944282054,1.26071262277,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.954039096,1.26971912308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.964581966,1.27945100308,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.975390911,1.28942849077,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.986973047,1.30011969323,0,0,0,0,0.0,0.0,0.0,0.0
1555288512.997025012,1.30939843015,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.7998943,1.31952821262,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.18583059,1.32929816585,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.29299020,1.33918982215,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.40080070,1.34914156062,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.50957918,1.35918265108,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.62477111,1.36981575231,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.73805093,1.38027235108,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.83625078,1.38933695262,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.94729900,1.39958755754,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.105200052,1.40925231323,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.116017103,1.41923728338,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.126827955,1.42921653138,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.137634992,1.43919225785,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.148205995,1.44895010677,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.159025907,1.45893771785,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.169991970,1.46906023754,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.185328006,1.48321657846,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.192106008,1.48947319569,0,0,0,0,0.0,0.0,0.0,0.0
1555288513.202847003,1.49938796031,0,0,0,0,0.0,0.0,0.0,0.0
