time,ax,ay,vx,vy,px,py,gz,yaw
1555241127.687475919,0.665195098154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.693659067,0.670902619385,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.700031042,0.676784442462,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.706202030,0.682480739077,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.712322950,0.688130819077,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.718508005,0.693840100615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.724755048,0.699606601846,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.731057882,0.705424602462,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.737235069,0.711126621231,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.743407964,0.716824678154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.749633073,0.722570932615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.755839109,0.728299581231,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.761930942,0.733922811692,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.768230915,0.739738171385,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.774390935,0.745424343692,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.780724048,0.751270294154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.786951065,0.757018309846,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.793117046,0.762709984615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.799407005,0.768516100615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.805502891,0.774143072308,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.811731100,0.779892188308,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.818037033,0.785713049538,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.824084043,0.791294904923,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.830370903,0.797098160308,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.836487054,0.802743838154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.842713117,0.808490973231,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.848893880,0.814196292923,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.856600999,0.821310556615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.863673925,0.827839411385,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.870117902,0.833787697846,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.876524925,0.839701872923,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.882786035,0.845481359077,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.889086961,0.851297598462,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.895299911,0.857032629231,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.901549100,0.862801111385,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.907893896,0.868657846154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.914102077,0.874388474769,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.922000885,0.881679682154,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.929627895,0.888719999077,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.939572095,0.897899260615,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.950229883,0.907737218769,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.961025953,0.917702821846,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.971929073,0.927767240308,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.982616901,0.937632927692,0,0,0,0,0.0,0.0,0.0,0.0
1555241127.993745088,0.947905100308,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.4260063,0.957611231077,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.15099048,0.967616448,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.25466918,0.977186789538,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.36324024,0.987208733538,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.46987056,0.997051532308,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.57791948,1.00702527877,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.68743944,1.01713481354,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.79375982,1.02694900246,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.90183973,1.03692560954,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.101584911,1.04744955231,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.111803054,1.05688168431,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.122543096,1.06679556923,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.133339881,1.07676183231,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.144196033,1.08678289569,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.154992103,1.09674849877,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.165790081,1.10671586308,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.176537036,1.11663612923,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.187318086,1.12658786769,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.198406934,1.13682372738,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.208901882,1.14651137169,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.220391988,1.15711762338,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.231203079,1.167097092,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.241648912,1.17673939938,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.252441883,1.18670214185,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.263231992,1.19666224246,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.273668050,1.20629552677,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.284441947,1.21624066246,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.295289039,1.22625336277,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.306087017,1.23622072708,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.317015886,1.24630891385,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.327677011,1.25614995231,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.338418006,1.26606471692,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.349221944,1.27603758277,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.360066890,1.28604830215,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.370804071,1.29595954615,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.381587028,1.30591304492,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.392775058,1.31624045723,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.403567075,1.32620231908,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.414335966,1.33614283385,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.424809932,1.34581111015,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.435631036,1.35579982154,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.446367025,1.36570996523,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.457179069,1.37569031354,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.468123912,1.38579324554,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.478797912,1.39564616862,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.489563941,1.40558404154,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.500324964,1.41551729354,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.511145114,1.42550512431,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.521923065,1.43545400215,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.532692909,1.44539539662,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.543534040,1.45540259446,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.554363012,1.46539856862,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.570952892,1.480712304,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.578922033,1.48806843415,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.587481975,1.49596991908,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.598598957,1.50623174862,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.608659029,1.51551796892,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.619623899,1.52563938738,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.630259037,1.53545643785,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.641010046,1.54538044615,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.651782989,1.55532470123,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.662784099,1.565479572,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.673407077,1.57528539785,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.684243917,1.58528863477,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.695044040,1.59525797908,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.705513000,1.60492163446,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.716965913,1.61549355415,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.727381944,1.625108352,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.738128900,1.63502861908,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.749099969,1.64515575969,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.759747028,1.65498381415,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.770545959,1.66495205815,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.781316995,1.67489455292,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.792253971,1.68499022308,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.802917003,1.69483302185,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.813715934,1.70480126585,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.824213027,1.71449089015,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.835000038,1.72444813108,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.845796108,1.73441373415,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.856573104,1.74436173046,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.867510080,1.75445740062,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.878153085,1.76428171292,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.888920068,1.77422046646,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.899777889,1.78424307046,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.910496950,1.79413758831,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.921382904,1.80418616123,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.932054996,1.81403732308,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.942902088,1.82405002338,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.953723907,1.83403939477,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.964505910,1.84399201292,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.975316047,1.85397060092,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.986089944,1.86391573662,0,0,0,0,0.0,0.0,0.0,0.0
1555241128.996849060,1.87384722831,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.7668018,1.88383395877,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.18620967,1.89394437323,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.29309988,1.90381116185,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.40097951,1.91376928154,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.50827980,1.92367392369,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.61889886,1.93388491385,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.72755098,1.94391434031,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.83502054,1.95383460738,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.94340085,1.96383894369,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.105622053,1.974253068,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.116007089,1.98383925508,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.126720905,1.99372893138,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.137485980,2.00366592369,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.149586915,2.01483601754,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.159470081,2.02395894,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.170231103,2.03389219108,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.181006908,2.043839088,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.191616058,2.05363214954,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.202310085,2.06350355908,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.213056087,2.07342294554,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.224262952,2.083767744,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.234890937,2.09357819169,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.245559930,2.10342649292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.256295919,2.11333663662,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.267131090,2.12333833292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.277405977,2.132822844,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.288208007,2.14279394862,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.298999071,2.15275493077,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.309806108,2.16273065723,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.320585012,2.17268041477,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.331356048,2.18262290954,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.342657089,2.19305463969,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.352945089,2.20255125508,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.363755941,2.21253050308,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.374716997,2.22264840092,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.385489940,2.232592656,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.396193981,2.24247330923,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.406996965,2.25244529446,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.417984008,2.26258718031,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.428600072,2.272386624,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.439367055,2.28232537754,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.450161933,2.29228988031,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.460954904,2.30225262277,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.471735000,2.31220348062,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.482546091,2.32218294923,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.493921041,2.33268290308,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.504494905,2.34244339292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.515374898,2.35248646338,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.526031017,2.36232288092,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.536849975,2.37230961138,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.547693967,2.38231945015,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.558092117,2.39191774246,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.568896055,2.40189060831,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.579718112,2.41188019938,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.590545892,2.42187507323,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.601634025,2.43211027292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.612080097,2.44175280092,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.622859954,2.45170343815,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.633769989,2.46177423969,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.644429922,2.47161417785,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.655303001,2.48165086615,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.666183948,2.49169481723,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.676867008,2.50155610338,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.687661886,2.51152060615,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.699289083,2.52225340338,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.709189891,2.53139261077,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.719994068,2.54136569723,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.730803966,2.55134406462,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.741542100,2.56125618831,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.752764940,2.57161573292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.763545989,2.58156747046,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.774403095,2.59158941446,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.785464048,2.60179952492,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.795937061,2.61146692154,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.806674003,2.62137794492,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.817423105,2.63130019292,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.827914953,2.64098497569,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.838702917,2.65094309631,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.849490880,2.660901216,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.860336065,2.670912156,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.871093034,2.68084166585,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.881551980,2.69049607754,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.892357110,2.70047004369,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.903145074,2.71042816431,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.914031028,2.72047673723,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.925132036,2.73072382154,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.935939073,2.740699548,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.946613073,2.75055247108,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.957407951,2.76051697385,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.968386888,2.77065137723,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.978988885,2.780437836,0,0,0,0,0.0,0.0,0.0,0.0
1555241129.989779949,2.79039881815,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.560045,2.800349676,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.11754989,2.81068347046,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.22517919,2.82061848277,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.33343076,2.83061093538,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.44444084,2.84085801969,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.54968118,2.85057251262,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.65964937,2.86072342246,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.76236009,2.870204412,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.86904048,2.88005183262,0,0,0,0,0.0,0.0,0.0,0.0
1555241130.98068952,2.89035789785,0,0,0,0,0.0,0.0,0.0,0.0
